order_id,customer_id,order_timestamp,order_amount,discount_percentage,product_category,item_quantity,payment_method,pincode_tier,shipping_speed,device_type,true_return_prob,is_returned
ORD_0000181,CUST_000014,2025-11-30 07:59:14,789.44,0.2419,Beauty_PersonalCare,1,CreditCard,Tier2_Urban,Standard,Mobile_Web,0.1447,1
ORD_0000182,CUST_000009,2025-11-30 22:12:43,2717.58,0.2495,Electronics,1,NetBanking,Tier1_Metro,Standard,Mobile_App,0.1098,0
ORD_0000183,CUST_000046,2025-12-05 20:04:14,1543.44,0.3877,Footwear,1,UPI,Tier1_Metro,Standard,Desktop,0.2491,1
ORD_0000184,CUST_000001,2025-12-06 17:26:03,3279.16,0.2988,Footwear,1,COD,Tier2_Urban,Standard,Desktop,0.5079,1
ORD_0000185,CUST_000045,2025-12-08 16:42:56,1742.71,0.3805,Beauty_PersonalCare,3,COD,Tier1_Metro,Standard,Mobile_Web,0.3713,0
ORD_0000186,CUST_000013,2025-12-10 04:25:00,1565.63,0.1432,Footwear,1,COD,Tier3_SemiUrban,Standard,Mobile_App,0.4948,1
ORD_0000187,CUST_000004,2025-12-10 06:25:01,623.43,0.3077,Beauty_PersonalCare,1,DebitCard,Tier2_Urban,Standard,Mobile_Web,0.1299,0
ORD_0000188,CUST_000001,2025-12-10 15:13:54,1610.03,0.0938,Footwear,1,COD,Tier2_Urban,Standard,Mobile_App,0.4804,1
ORD_0000189,CUST_000049,2025-12-13 18:32:34,3231.51,0.2865,Footwear,1,UPI,Tier2_Urban,Standard,Mobile_App,0.2993,0
ORD_0000190,CUST_000040,2025-12-13 23:19:06,5198.6,0.3917,Footwear,2,COD,Tier3_SemiUrban,Standard,Mobile_App,0.5944,1
ORD_0000191,CUST_000032,2025-12-15 04:24:51,3555.42,0.2064,Apparel,2,UPI,Tier1_Metro,Standard,Mobile_App,0.2594,0
ORD_0000192,CUST_000034,2025-12-15 12:37:11,556.49,0.3079,Beauty_PersonalCare,2,UPI,Tier2_Urban,Standard,Mobile_Web,0.1516,0
ORD_0000193,CUST_000028,2025-12-17 20:01:45,3288.08,0.0338,Footwear,1,CreditCard,Tier2_Urban,Standard,Mobile_Web,0.3044,0
ORD_0000194,CUST_000031,2025-12-18 08:48:00,593.7,0.431,Apparel,1,COD,Tier1_Metro,Express,Mobile_Web,0.4241,1
ORD_0000195,CUST_000008,2025-12-18 17:18:39,862.51,0.7,Home_Kitchen,1,COD,Tier3_SemiUrban,Standard,Mobile_App,0.424,0
ORD_0000196,CUST_000039,2025-12-19 19:53:46,1173.08,0.3986,Footwear,1,COD,Tier3_SemiUrban,Express,Mobile_App,0.498,1
ORD_0000197,CUST_000026,2025-12-22 03:34:20,2358.09,0.1372,Footwear,1,DebitCard,Tier2_Urban,Standard,Mobile_App,0.1701,0
ORD_0000198,CUST_000034,2025-12-23 04:27:51,1087.28,0.5606,Home_Kitchen,2,CreditCard,Tier3_SemiUrban,Standard,Desktop,0.2144,0
ORD_0000199,CUST_000003,2025-12-28 08:52:18,3142.81,0.4555,Electronics,1,UPI,Tier3_SemiUrban,Standard,Mobile_App,0.2565,0
ORD_0000200,CUST_000050,2025-12-28 12:49:30,463.34,0.5101,Apparel,1,UPI,Tier2_Urban,Express,Mobile_Web,0.2761,1
